@RELATION preprocess

@ATTRIBUTE month REAL
@ATTRIBUTE day REAL
@ATTRIBUTE year REAL
@ATTRIBUTE capturetime {10:00,10:04,10:05,10:06,10:07,10:08,10:10,10:11,10:12,10:13,10:14,10:15,10:17,10:18,10:19,10:20,10:23,10:25,10:27,10:28,10:29,10:30,10:31,10:34,10:35,10:36,10:37,10:38,10:39,10:40,10:42,10:43,10:44,10:45,10:46,10:47,10:48,10:49,10:50,10:52,10:53,10:54,10:55,10:56,10:57,10:58,10:59,11:00,11:02,11:03,11:04,11:05,11:06,11:07,11:08,11:10,11:11,11:13,11:15,11:16,11:17,11:18,11:20,11:21,11:22,11:23,11:24,11:25,11:26,11:27,11:28,11:29,11:30,11:33,11:34,11:35,11:36,11:37,11:38,11:39,11:40,11:41,11:42,11:43,11:45,11:46,11:47,11:48,11:50,11:51,11:52,11:53,11:54,11:55,11:56,11:57,11:58,11:59,12:00,12:01,12:02,12:03,12:04,12:05,12:06,12:07,12:08,12:10,12:12,12:13,12:14,12:15,12:16,12:19,12:20,12:21,12:23,12:24,12:25,12:26,12:27,12:28,12:30,12:31,12:32,12:33,12:34,12:35,12:36,12:38,12:39,12:40,12:42,12:44,12:45,12:46,12:47,12:48,12:49,12:50,12:51,12:52,12:53,12:54,12:55,12:56,12:57,12:58,12:59,13:00,13:01,13:02,13:03,13:04,13:05,13:06,13:07,13:08,13:09,13:10,13:11,13:12,13:13,13:14,13:15,13:16,13:17,13:18,13:20,13:21,13:22,13:23,13:24,13:25,13:26,13:27,13:29,13:30,13:31,13:32,13:33,13:34,13:35,13:36,13:37,13:38,13:39,13:40,13:45,13:47,13:48,13:49,13:50,13:51,13:55,13:56,13:57,13:58,14:00,14:01,14:02,14:03,14:05,14:06,14:07,14:08,14:10,14:12,14:15,14:16,14:19,14:20,14:21,14:22,14:23,14:24,14:25,14:26,14:27,14:28,14:29,14:30,14:33,14:35,14:36,14:38,14:39,14:40,14:42,14:43,14:44,14:45,14:47,14:48,14:49,14:50,14:52,14:53,14:55,14:56,14:57,14:58,15:00,15:01,15:02,15:03,15:07,15:08,15:10,15:11,15:12,15:15,15:17,15:23,15:25,15:30,15:33,15:35,15:40,15:45,15:55,16:00,16:05,16:16,16:35,1:15,1:31,8:00,8:34,8:52,9.12,9:01,9:02,9:05,9:08,9:15,9:18,9:20,9:21,9:22,9:23,9:24,9:25,9:29,9:30,9:33,9:35,9:36,9:38,9:39,9:40,9:41,9:42,9:44,9:45,9:46,9:47,9:48,9:49,9:50,9:52,9:53,9:55,9:56,9:57,9:58,9:59}
@ATTRIBUTE bandnumber {0,1142-09240,1142-09241,1142-09242,1142-18229,1142-19209,1142-19210,1142-19211,1142-19212,1142-19213,1142-19214,1142-19215,1142-19227,1142-19228,1142-19230,1142-19231,1142-19232,1142-19233,1142-19234,1142-19235,1142-19236,1142-19237,1142-19238,1142-19239,1142-19243,1142-19244,1142-19245,1142-19246,1142-19247,1142-19248,1142-19249,1142-19250,1142-19251,1142-19252,1142-19253,1142-19254,1142-19255,1142-19256,1142-19257,1142-19258,1142-19259,1142-19260,1142-19261,1142-19262,1142-19263,1142-19264,1142-19265,1142-19266,1142-19267,1142-19268,1142-19269,1142-19270,1142-19271,1142-19272,1142-19273,1142-19274,1142-19275,1142-19276,1142-19277,1142-19278,1142-19279,1142-19280,1142-19281,1142-19282,1142-19283,1142-19284,1142-19285,1142-19286,1142-19287,1142-19288,1142-19289,1173-19901,1173-19906,1173-19907,1177-04601,1177-04602,1177-04603,1177-04604,1177-04605,1177-04607,1177-04608,1177-04609,1177-04610,1177-04611,1177-04612,1177-04613,1177-04614,1177-04616,1177-04617,1177-04618,1177-04619,1177-04620,1177-04622,1177-04623,1177-04624,1177-04625,1177-04626,1177-04627,1177-04628,1177-04629,1177-04630,1177-04631,1177-04632,1177-04633,1177-04634,1177-04635,1177-04636,1177-04637,1177-04638,1177-04639,1177-04640,1177-04641,1177-04642,1177-04643,1177-04644,1177-04645,1177-04646,1177-04647,1177-04648,1177-04649,1177-04650,1177-04651,1177-04652,1177-04653,1177-04654,1177-04655,1177-04656,1177-04657,1177-04658,1177-04659,1177-04660,1177-04661,1177-04662,1177-04663,1177-04664,1177-04665,1177-04666,1177-04667,1177-04668,1177-04669,1177-04670,1177-04671,1177-04672,1177-04673,1177-04674,1177-04675,1177-04676,1177-04677,1177-04678,1177-04679,1177-04680,1177-04681,1177-04682,1177-04683,1177-04684,1177-04685,1177-04686,1177-04688,1177-04689,1177-04690,1177-04691,1177-04692,1177-04694,1177-04695,1177-04696,1177-04697,1177-04698,1177-04699,1177-04700,1177-04701,1177-04702,1177-04703,1177-04704,1177-04705,1177-04706,1177-04707,1177-04708,1177-04709,1177-04710,1177-04711,1177-04712,1177-04713,1177-04714,1177-04715,1177-04716,1177-04717,1177-04718,1177-04719,1177-0472,1177-04720,1177-04721,1177-04722,1177-04723,1177-04724,1177-04725,1177-04726,1177-04727,1177-04728,1177-04729,1177-0473,1177-04730,1177-04731,1177-04732,1177-04733,1177-04734,1177-04735,1177-04736,1177-04737,1177-04738,1177-04739,1177-04740,1177-04741,1177-04746,1177-04747,1177-04748,1177-04749,1177-04750,1177-04751,1177-04752,1177-04753,1177-04754,1177-04755,1177-04756,1177-04757,1177-04758,1177-04759,1177-04760,1177-04761,1177-04762,1177-04763,1177-04764,1177-04765,1177-04766,1177-04767,1177-04768,1177-04769,1177-04770,1177-04771,1177-04772,1177-04773,1177-04774,1177-04775,1177-04776,1177-04777,1177-04778,1177-06415,1177-0744,1177-0745,1177-14606,1177-14621,1202-72601,1204-45804,1204-45805,1204-45806,1204-45807,1204-45808,1204-45809,1204-45867,1204-45868,1204-45869,1204-45870,1204-45871,1204-45878,1204-45879,1204-45880,1204-45881,1204-45882,1204-45883,1204-45884,1204-45885,1204-45886,1204-5874,120407-804,12044-5876,12044-5877,1205-24636,1207-22630,1207-53144,1207-53145,1207-55910,1207-55911,1207-55912,1207-55913,1207-55914,1207-55915,1207-55916,1207-55917,1207-55918,1207-55919,1207-55920,1207-55921,1207-55922,1207-55923,1207-55924,1207-55927,1207-55941,1207-55947,1207-64601,1207-64602,1207-64603,1207-64604,1207-64605,1207-64606,1207-64607,1207-64608,1207-64609,1207-64610,1207-64611,1207-64612,1207-64613,1207-64614,1207-64615,1207-64616,1207-64617,1207-64618,1207-64619,1207-64620,1207-64621,1207-64623,1207-64624,1207-64625,1207-64626,1207-64627,1207-64628,1207-64629,1207-64630,1207-64631,1207-64632,1207-64634,1207-64635,1207-64637,1207-64638,1207-64639,1207-64640,1207-64641,1207-64642,1207-64643,1207-64644,1207-64645,1207-64660,1207-72602,1207-72603,1207-72604,1207-72606,1207-72607,1207-72608,1207-72609,1207-72610,1207-72611,1207-726114,1207-72612,1207-72613,1207-72615,1207-72616,1207-72617,1207-72618,1207-72619,1207-72620,1207-72621,1207-72622,1207-72623,1207-72624,1207-72625,1207-72626,1207-72627,1207-72628,1207-72629,1207-72631,1207-72632,1207-72634,1207-72635,1207-72636,1207-72637,1207-72638,1207-72641,1207-72642,1207-72643,1207-72644,1207-72645,1207-72646,1207-72647,1207-72648,1207-72649,1207-72650,1207-72651,1207-72652,1207-72653,1207-72654,1207-72655,1207-72656,1207-72657,1207-72658,1207-72659,1207-72660,1207-72661,1207-72662,1207-72663,1207-72664,1207-72665,1207-72666,1207-72667,1207-72668,1207-72669,1207-7267,1207-72670,1207-72672,1207-72673,1207-72674,1207-72675,1207-72676,1207-72677,1207-72678,1207-72679,1207-72680,1207-72681,1207-72682,1207-72683,1207-72684,1207-72685,1207-72686,1207-72687,1207-74639,1207-74640,1207-77633,1207-79184,1207-99560,1213-58901,1213-58902,1213-58903,1213-58904,1213-58905,1213-58906,1213-58907,1213-58908,1213-58909,1213-58910,1253-98801,1253-98802,1253-98803,1287-79133,1307-79115,1343-78401,1343-78402,1343-78403,1343-78405,1343-78476,1343-78477,1343-78478,1343-78479,1373-35272,1387-079147,1387-170,1387-19197,1387-19220,1387-19298,1387-19299,1387-79106,1387-79107,1387-79108,1387-79109,1387-79111,1387-79112,1387-79113,1387-79114,1387-79116,1387-79117,1387-79118,1387-79119,1387-79120,1387-79121,1387-79122,1387-79123,1387-79124,1387-79125,1387-79126,1387-79127,1387-79128,1387-79129,1387-79130,1387-79131,1387-79132,1387-79134,1387-79135,1387-79136,1387-79137,1387-79138,1387-79139,1387-79140,1387-79141,1387-79142,1387-79143,1387-79144,1387-79146,1387-79148,1387-79149,1387-79150,1387-79151,1387-79152,1387-79153,1387-79154,1387-79155,1387-79156,1387-79157,1387-79158,1387-79159,1387-79160,1387-79161,1387-79162,1387-79163,1387-79164,1387-79165,1387-79166,1387-79167,1387-79171,1387-79172,1387-79173,1387-79174,1387-79175,1387-79176,1387-79177,1387-79178,1387-79179,1387-79180,1387-79181,1387-79182,1387-79183,1387-79185,1387-79186,1387-79187,1387-79188,1387-79189,1387-79190,1387-79191,1387-79192,1387-79193,1387-79195,1387-79196,1387-79197,1387-79199,1387-79200,1387-79794,1387-92101,1387-92102,1387-92103,1387-92104,1387-92105,1387-92106,1387-92125,1387-92127,1387-92128,1387-92129,1387-92130,1387-92131,1387-92132,1387-92133,1387-92134,1387-92135,1387-92136,1387-92137,1387-92138,1387-92139,1387-92140,1387-92141,1387-92142,1387-92143,1387-92144,1387-92145,1387-92146,1387-92147,1387-92148,1387-92149,1387-92151,1387-92152,1387-92153,1387-92154,1387-92155,1387-92156,1387-92157,1387-92158,1387-92159,1387-92160,1387-92161,1387-92162,1387-92166,1387-92173,1387-92174,1387-92175,1387-92177,1387-92178,1387-92180,1387-92181,1387-92183,1387-92184,1387-92185,1387-92186,1387-92187,1387-92188,1387-92189,1387-92190,1387-92191,1387-92192,1387-92193,1387-92194,1387-92195,1387-92196,1387-97105,1387-99101,1387-99102,1387-99103,1387-99104,1397-79198,1397-92150,1423-11209,1423-16201,1423-16203,1423-16204,1423-16205,1423-16206,1423-16207,1423-16208,1423-16210,1423-16211,1423-16212,1423-16213,1423-16214,1423-16221,1423-16223,1423-16228,1423-16229,1423-16231,1423-16232,1423-16233,1423-16234,1423-16235,1423-16236,1423-16238,1423-16239,1423-16240,1423-16241,1423-16242,1423-16243,1423-16276,1423-16277,1423-16278,1426-16230,1705-14646,1705-24603,1705-24606,1705-24607,1705-24608,1705-24609,1705-24610,1705-24611,1705-24626,1705-24627,1705-24628,1705-24629,1705-24630,1705-24634,1705-24637,1705-24639,1705-24640,1705-24641,1705-24642,1705-24643,1705-24644,1705-24645,1705-24647,1705-24648,1705-24649,1705-37411,1705-37412,1705-37413,1705-37416,1705-37417,1705-37418,1705-37419,1705-37420,173-19904,1750-24644,1801-53143,1807-53101,1807-53103,1807-53104,1807-53105,1807-53107,1807-53108,1807-53127,1807-53128,1807-53129,1807-53130,1807-53131,1807-53132,1807-53133,1807-53134,1807-53135,1807-53136,1807-53137,1807-53138,1807-53139,1807-53140,1807-53141,1807-53142,1807-53145,1807-66307,1807-66308,1807-66309,1807-82702,1807-82703,1807-82704,1807-82705,193-19905,2003-00344,2003-58433,2003-58435,2003-58436,2003-58437,2003-58438,2003-58439,2003-58440,2003-58441,2003-58442,2003-58443,2003-58444,2003-58464,2003-58465,2003-58466,2003-58467,2003-58468,2003-58469,2003-58576,2003-58577,2003-58578,2003-58581,2003-59463,2003-94317,2003-99233,2003-99306,2003-99307,2003-99308,2003-99309,2003-99310,2003-99311,2003-99312,2003-99313,2003-99314,2003-99315,2003-99316,2003-99318,2003-99320,2003-99321,2003-99323,2003-99324,2003-99325,2003-99326,2003-99327,2003-99328,2003-99329,2003-99330,2003-99331,2003-99332,2003-99333,2003-99334,2003-99335,2003-99336,2003-99337,2003-99338,2003-99339,2003-99340,2003-99341,2003-99342,2003-99345,2003-99346,2003-99348,2003-99349,2003-99350,2003-99351,2003-99352,2003-99353,2003-99354,2003-99355,2003-99356,2003-99357,2003-99358,2003-99359,2003-99360,2003-99362,2003-99363,2003-99364,2003-99365,2003-99366,2003-99367,2003-99368,2003-99369,2003-99370,2003-99371,2003-99372,2003-99373,2003-99374,2003-99375,2107-64631,22-06-35428,2206-35417,2206-35431,2206-35432,2206-35435,608-48703,745-49508,745-49512,745-49513,745-49515,787-53708,788-36611,803-05929,803-05930,803-05931,803-05932,803-05933,803-05934,803-05935,803-05936,803-05937,803-05938,803-05939,803-05940,803-05941,803-05942,803-05943,803-05944,803-05985,804-00201,804-00202,804-00203,804-00205,804-00206,872-09611,872-09612,872-09613,872-09614,872-09615,872-09616,872-09617,872-09618,872-09619,872-09620,872-09621,872-09631,872-09633,872-09634,872-09638,872-09639,872-09640,872-09641,872-09646,877-76317,877-76318,877-76319,877-76320,877-76321,877-76322,877-76323,877-76324,877-76325,877-76326,877-76327,877-76328,877-76329,877-76330,877-76331,877-76332,877-76333,877-76334,877-76335,877-76336,877-76337,877-76339,877-76340,877-76341,877-76342,877-76344,877-76345,877-76346,877-76347,877-76348,877-76349,877-76350,877-76351,877-76353,877-76354,877-76355,877-76357,877-76358,877-76359,877-76360,877-76361,877-76362,877-76379,877-76380,877-76552,8777-63481,8777-6382,9387-92182,972-04635,972-09622,972-09636,987-53707,1387079145}
@ATTRIBUTE species {CH,RT,SS}
@ATTRIBUTE age {A,I}
@ATTRIBUTE wing REAL
@ATTRIBUTE weight REAL
@ATTRIBUTE culmen REAL
@ATTRIBUTE hallux REAL
@ATTRIBUTE tail REAL
@ATTRIBUTE standardtail REAL
@ATTRIBUTE keelfat REAL
@ATTRIBUTE crop {0.0,0.125,0.23453982300884954,0.25,0.33,0.4,0.5,0.75,1.0,3.0,4.0,5.0}

@DATA
9,19,1992,13:30,877-76317,RT,I,385.0,920.0,25.7,30.1,219,199.18213660245183,2.184303350970018,0.23453982300884954
9,22,1992,10:30,877-76318,RT,I,376.0,930.0,21.80149833518313,26.410864745011086,221,199.18213660245183,2.184303350970018,0.23453982300884954
9,23,1992,12:45,877-76319,RT,I,381.0,990.0,26.7,31.3,235,199.18213660245183,2.184303350970018,0.23453982300884954
9,23,1992,10:50,745-49508,CH,I,265.0,470.0,18.7,23.5,220,199.18213660245183,2.184303350970018,0.23453982300884954
9,27,1992,11:15,1253-98801,SS,I,205.0,170.0,12.5,14.3,157,199.18213660245183,2.184303350970018,0.23453982300884954
9,28,1992,11:25,1207-55910 ,RT,I,412.0,1090.0,28.5,32.2,230,199.18213660245183,2.184303350970018,0.23453982300884954
9,28,1992,13:30,877-76320,RT,I,370.0,960.0,25.3,30.1,212,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1992,11:45,877-76321,RT,A,375.0,855.0,27.2,30.0,243,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1992,15:35,877-76322,RT,A,412.0,1210.0,29.3,31.3,210,199.18213660245183,2.184303350970018,0.23453982300884954
9,30,1992,13:45,1207-55911,RT,I,405.0,1120.0,26.0,30.2,238,199.18213660245183,2.184303350970018,0.23453982300884954
10,5,1992,13:30,877-76323,RT,I,393.0,1010.0,26.3,30.8,222,199.18213660245183,2.184303350970018,0.23453982300884954
10,8,1992,13:45,877-76324,RT,I,371.0,1010.0,25.4,29.7,217,199.18213660245183,2.184303350970018,0.23453982300884954
10,9,1992,12:30,877-76325,RT,A,390.0,1120.0,28.9,30.9,213,199.18213660245183,2.184303350970018,0.23453982300884954
10,10,1992,11:05,1207-55917,RT,A,393.0,772.0801781737193,28.2,30.6,238,199.18213660245183,2.184303350970018,0.23453982300884954
10,11,1992,11:00,1207-55912,RT,I,416.0,1170.0,26.5,34.0,243,199.18213660245183,2.184303350970018,0.23453982300884954
10,11,1992,11:45,1207-55913,RT,A,436.0,1390.0,30.5,34.0,232,199.18213660245183,2.184303350970018,0.23453982300884954
10,11,1992,12:40,877-76326,RT,I,418.0,1150.0,27.1,31.0,238,199.18213660245183,2.184303350970018,0.23453982300884954
10,11,1992,14:20,877-76327,RT,A,381.0,950.0,28.9,28.9,202,199.18213660245183,2.184303350970018,0.23453982300884954
10,12,1992,13:40,877-76328,RT,I,378.0,910.0,25.7,28.2,227,199.18213660245183,2.184303350970018,0.23453982300884954
10,13,1992,11:00,877-76329,RT,I,396.0,1010.0,24.0,26.9,227,199.18213660245183,2.184303350970018,0.23453982300884954
10,13,1992,14:50,877-76330,RT,I,399.0,1070.0,26.4,31.2,222,199.18213660245183,2.184303350970018,0.23453982300884954
10,14,1992,13:15,877-76331,RT,I,416.0,1190.0,28.8,31.6,237,199.18213660245183,2.184303350970018,0.23453982300884954
10,17,1992,12:10,877-76332,RT,I,415.0,101.0,24.9,30.7,238,199.18213660245183,2.184303350970018,0.23453982300884954
10,22,1992,13:05,877-76333,RT,A,392.0,1330.0,27.0,30.3,213,199.18213660245183,2.184303350970018,0.23453982300884954
10,23,1992,11:45,877-76334,RT,I,380.0,990.0,26.0,30.0,211,199.18213660245183,2.184303350970018,0.23453982300884954
10,23,1992,16:05,1173-19901,SS,I,173.0,100.0,21.80149833518313,26.410864745011086,130,199.18213660245183,2.184303350970018,0.23453982300884954
10,24,1992,14:35,877-76335,RT,I,399.0,1100.0,26.2,32.5,190,199.18213660245183,2.184303350970018,0.23453982300884954
10,25,1992,12:05,1207-55914,RT,A,401.0,1190.0,28.6,31.6,245,199.18213660245183,2.184303350970018,0.23453982300884954
10,27,1992,10:05,1253-98802,SS,I,205.0,180.0,11.7,15.0,164,199.18213660245183,2.184303350970018,0.23453982300884954
10,27,1992,10:45,608-48703,RT,I,427.0,1490.0,30.1,32.4,246,199.18213660245183,2.184303350970018,0.23453982300884954
10,27,1992,15:15,1207-55915,RT,A,395.0,1040.0,27.1,31.4,207,199.18213660245183,2.184303350970018,0.23453982300884954
10,30,1992,11:05,877-76336,RT,I,362.0,820.0,24.9,27.9,209,199.18213660245183,2.184303350970018,0.23453982300884954
11,3,1992,10:15,1207-55916,RT,A,396.0,1030.0,26.0,29.7,200,199.18213660245183,2.184303350970018,0.23453982300884954
11,8,1992,11:45,1207-55918,RT,A,391.0,1300.0,25.5,32.4,215,199.18213660245183,2.184303350970018,0.23453982300884954
11,8,1992,13:30,1207-55919,RT,A,413.0,1500.0,26.5,31.3,219,199.18213660245183,2.184303350970018,0.23453982300884954
11,13,1992,10:45,987-53707,RT,A,371.0,1080.0,25.3,27.2,198,199.18213660245183,2.184303350970018,0.23453982300884954
11,16,1992,11:15,1207-55920,RT,A,385.0,1320.0,27.3,30.1,207,199.18213660245183,2.184303350970018,0.23453982300884954
11,21,1992,14:00,877-76337,RT,A,378.0,1490.0,25.4,31.3,204,199.18213660245183,2.184303350970018,0.23453982300884954
11,22,1992,10:08,1207-55921,RT,A,416.0,1500.0,29.1,30.8,205,199.18213660245183,2.184303350970018,0.23453982300884954
9,13,1993,14:25,173-19904,SS,I,193.0,100.0,9.3,101.0,144,199.18213660245183,2.184303350970018,0.23453982300884954
9,17,1993,15:25,193-19905,SS,I,171.0,88.0,9.7,11.5,136,199.18213660245183,2.184303350970018,0.23453982300884954
9,20,1993,13:45,120407-804,CH,I,233.0,324.0,16.0,19.3,191,199.18213660245183,2.184303350970018,0.23453982300884954
9,21,1993,15:11,877-76339,RT,I,384.0,1060.0,26.1,31.2,230,199.18213660245183,2.184303350970018,0.23453982300884954
9,22,1993,13:50,877-76340,RT,I,382.0,1140.0,25.1,29.4,227,199.18213660245183,2.184303350970018,0.23453982300884954
9,22,1993,15:55,877-76341,RT,I,390.0,1030.0,27.6,30.3,208,199.18213660245183,2.184303350970018,0.23453982300884954
9,27,1993,12:15,877-76342,RT,I,390.0,1000.0,25.1,28.3,231,199.18213660245183,2.184303350970018,0.23453982300884954
9,27,1993,13:00,877-76344,RT,I,393.0,1050.0,28.7,29.8,222,199.18213660245183,2.184303350970018,0.23453982300884954
9,27,1993,13:20,877-76345,RT,I,378.0,1040.0,26.2,31.2,225,199.18213660245183,2.184303350970018,0.23453982300884954
9,27,1993,15:03,877-76346,RT,I,398.0,1110.0,26.5,30.9,225,199.18213660245183,2.184303350970018,0.23453982300884954
9,28,1993,11:50,877-76347,RT,I,412.0,1300.0,27.9,31.55,233,199.18213660245183,2.184303350970018,0.23453982300884954
9,28,1993,12:45,877-76348,RT,I,400.0,980.0,25.7,29.3,214,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1993,9:53,877-76349,RT,I,422.0,1120.0,26.4,28.3,233,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1993,10:25,1253-98803,SS,I,202.0,134.0,12.4,13.7,158,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1993,15:30,877-76350,RT,I,394.0,1270.0,27.8,31.6,245,199.18213660245183,2.184303350970018,0.23453982300884954
9,30,1993,13:25,787-53708,RT,I,369.0,880.0,25.0,26.5,210,199.18213660245183,2.184303350970018,0.23453982300884954
10,1,1993,10:20,745-49512,CH,I,252.0,340.0,16.0,20.8,230,199.18213660245183,2.184303350970018,0.23453982300884954
10,1,1993,10:45,745-49513,CH,A,240.0,340.0,16.1,19.3,192,199.18213660245183,2.184303350970018,0.23453982300884954
10,3,1993,13:35,1207-55922,RT,I,410.0,1255.0,29.7,31.4,229,199.18213660245183,2.184303350970018,0.23453982300884954
10,4,1993,11:25,1207-55923,RT,I,241.0,1320.0,28.6,36.4,235,199.18213660245183,2.184303350970018,0.23453982300884954
10,7,1993,14:40,1207-55924,RT,I,408.0,1320.0,30.0,33.4,221,199.18213660245183,2.184303350970018,0.23453982300884954
10,9,1993,9:38,877-76351,RT,I,37.2,1180.0,20.2,26.65,210,199.18213660245183,2.184303350970018,0.23453982300884954
10,9,1993,10:20,877-76552,RT,I,380.0,760.0,24.5,26.1,212,199.18213660245183,2.184303350970018,0.23453982300884954
10,10,1993,11:25,1207-55927,RT,I,396.0,1250.0,26.6,32.5,225,199.18213660245183,2.184303350970018,0.23453982300884954
10,10,1993,13:27,877-76353,RT,I,326.0,772.0801781737193,25.2,27.7,215,199.18213660245183,2.184303350970018,0.23453982300884954
10,11,1993,11:35,1173-19906,SS,I,158.0,100.0,10.8,10.5,122,199.18213660245183,2.184303350970018,0.23453982300884954
10,11,1993,14:00,877-76354,RT,I,416.0,1300.0,27.3,32.7,235,199.18213660245183,2.184303350970018,0.23453982300884954
10,12,1993,13:15,745-49515,CH,I,271.0,475.0,18.2,24.75,232,199.18213660245183,2.184303350970018,0.23453982300884954
10,13,1993,9:23,1173-19907,SS,A,176.0,100.0,9.8,11.1,133,199.18213660245183,2.184303350970018,0.23453982300884954
10,14,1993,14:05,1373-35272,SS,A,194.0,772.0801781737193,11.4,14.2,154,199.18213660245183,2.184303350970018,0.23453982300884954
10,21,1993,9:20,877-76355,RT,A,390.0,1080.0,30.2,29.1,209,199.18213660245183,2.184303350970018,0.23453982300884954
10,21,1993,15:30,877-76357,RT,A,391.0,1130.0,26.4,29.4,212,199.18213660245183,2.184303350970018,0.23453982300884954
10,22,1993,16:35,877-76358,RT,A,387.0,1160.0,26.8,31.0,209,199.18213660245183,2.184303350970018,0.23453982300884954
10,23,1993,13:05,1207-55941,RT,I,420.0,1345.0,29.5,34.3,250,199.18213660245183,2.184303350970018,0.23453982300884954
10,25,1993,14:12,877-76359,RT,A,435.0,1385.0,32.6,30.6,235,199.18213660245183,2.184303350970018,0.23453982300884954
10,26,1993,15:55,877-76360,RT,A,400.0,1210.0,25.5,28.6,222,199.18213660245183,2.184303350970018,0.23453982300884954
10,31,1993,11:35,1207-55947,RT,I,398.0,1455.0,28.0,31.5,236,199.18213660245183,2.184303350970018,0.23453982300884954
11,5,1993,11:00,877-76361,RT,I,395.0,1180.0,25.0,28.9,210,199.18213660245183,2.184303350970018,0.23453982300884954
11,18,1993,10:37,877-76362,RT,I,410.0,1500.0,27.1,33.2,239,199.18213660245183,2.184303350970018,0.23453982300884954
9,6,1994,9:55,1387-99101,RT,I,369.0,1025.0,27.1,31.5,228,199.18213660245183,2.184303350970018,0.23453982300884954
9,6,1994,10:40,1387-99102,RT,I,372.0,930.0,26.1,31.1,220,199.18213660245183,2.184303350970018,0.23453982300884954
9,7,1994,12:27,1387-99104,RT,I,415.0,1360.0,28.6,33.5,233,199.18213660245183,2.184303350970018,0.23453982300884954
9,7,1994,13:35,1387-99103,RT,I,412.0,1255.0,27.7,32.6,236,199.18213660245183,2.184303350970018,0.23453982300884954
9,8,1994,12:10,1423-16201,SS,I,205.0,194.0,12.6,14.4,155,199.18213660245183,2.184303350970018,0.23453982300884954
9,9,1994,9:02,2003-58433,SS,I,204.0,159.0,12.5,14.8,152,199.18213660245183,2.184303350970018,0.23453982300884954
9,9,1994,10:47,872-09611,SS,I,170.0,90.0,9.5,11.3,135,199.18213660245183,2.184303350970018,0.23453982300884954
9,12,1994,11:24,1204-45804,CH,A,233.0,340.0,17.8,19.4,186,199.18213660245183,2.184303350970018,0.23453982300884954
9,12,1994,13:50,1387-97105,RT,I,375.0,1065.0,25.9,30.0,216,199.18213660245183,2.184303350970018,0.23453982300884954
9,13,1994,11:58,1387-79106,RT,I,385.0,1125.0,19.6,31.4,233,199.18213660245183,2.184303350970018,0.23453982300884954
9,15,1994,12:45,1207-64601,RT,I,422.0,1340.0,28.7,32.0,248,199.18213660245183,2.184303350970018,0.23453982300884954
9,15,1994,13:20,1387-79107,RT,I,391.0,1050.0,26.6,32.2,221,199.18213660245183,2.184303350970018,0.23453982300884954
9,15,1994,13:35,1387-79108,RT,I,410.0,1210.0,27.5,308.0,227,199.18213660245183,2.184303350970018,0.23453982300884954
9,16,1994,10:23,1387-79109,RT,I,385.0,980.0,26.8,27.8,223,199.18213660245183,2.184303350970018,0.23453982300884954
9,16,1994,11:20,1387-79111,RT,I,381.0,1000.0,25.5,29.8,219,199.18213660245183,2.184303350970018,0.23453982300884954
8,18,1994,12:05,1207-64602,RT,A,416.0,1390.0,28.1,31.3,225,199.18213660245183,2.184303350970018,0.23453982300884954
9,18,1994,13:20,1207-64603,RT,I,406.0,1275.0,29.0,33.7,238,199.18213660245183,2.184303350970018,0.23453982300884954
9,19,1994,12:58,1207-64604,RT,I,418.0,1180.0,30.1,341.4,235,199.18213660245183,2.184303350970018,0.23453982300884954
9,19,1994,14:05,1207-64605,RT,I,412.0,1210.0,29.3,33.8,222,199.18213660245183,2.184303350970018,0.23453982300884954
9,20,1994,9:05,2003-58435,SS,A,208.0,168.0,12.7,14.8,155,199.18213660245183,2.184303350970018,0.23453982300884954
9,20,1994,9:33,2003-58436,SS,I,208.0,146.0,11.8,14.9,160,199.18213660245183,2.184303350970018,0.23453982300884954
9,20,1994,11:04,1423-16203,SS,I,175.0,108.0,10.0,11.5,137,199.18213660245183,2.184303350970018,0.23453982300884954
9,20,1994,12:10,1423-16204,SS,I,166.0,94.0,9.5,11.3,127,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1994,13:55,1387-79112,RT,I,405.0,1085.0,27.7,29.9,238,199.18213660245183,2.184303350970018,0.23453982300884954
9,20,1994,14:00,2003-58437,SS,A,198.0,188.0,12.2,143.0,150,199.18213660245183,2.184303350970018,0.23453982300884954
9,29,1994,14:45,2003-58438,SS,I,200.0,154.0,12.4,14.4,150,199.18213660245183,2.184303350970018,0.23453982300884954
9,21,1994,13:50,1387-79113,RT,I,380.0,810.0,25.9,28.7,229,199.18213660245183,2.184303350970018,0.23453982300884954
